,titles,links,percents
1005,"Grupos de la diáspora vasca en América considera ""indefendible"" que se impida la consulta",https://www.europapress.es/nacional/noticia-grupos-diaspora-vasca-america-considera-indefendible-impida-consulta-20081023105751.html,35%
1006,EXTREMADURA.-Cáceres 2016.- La candidatura cacereña viaja al festival Don Quijote de París con la obra 'Chrónica de Fuente Ovejuna',https://www.europapress.es/cultura/noticia-extremadura-caceres-2016-candidatura-cacerena-viaja-festival-don-quijote-paris-obra-chronica-fuente-ovejuna-20081022152438.html,25%
1007,Cáceres 2016.- La candidatura cacereña viaja al festival Don Quijote de París con la obra 'Chrónica de Fuente Ovejuna',https://www.europapress.es/extremadura/noticia-caceres-2016-candidatura-cacerena-viaja-festival-don-quijote-paris-obra-chronica-fuente-ovejuna-20081022152404.html,25%
1009,Crónica Desplazados.- ACNUR insta a intervenir activamente en el problema de los desplazados internos,https://www.europapress.es/internacional/noticia-cronica-desplazados-acnur-insta-intervenir-activamente-problema-desplazados-internos-20081018151458.html,25%
1010,Colombia/Venezuela.- Colombia y Venezuela reiteran su intención de establecer relaciones y dar pie al diálogo,https://www.europapress.es/internacional/noticia-colombia-venezuela-colombia-venezuela-reiteran-intencion-establecer-relaciones-dar-pie-dialogo-20081018014843.html,25%
1011,Foro de Ermua quiere que Betancourt renuncie al Príncipe de Asturias por apoyar la negociación con terroristas,https://www.europapress.es/nacional/noticia-foro-ermua-quiere-betancourt-renuncie-principe-asturias-apoyar-negociacion-terroristas-20081015172757.html,25%
1012,"Ingrid Betancourt: ""Seguimos encadenados a los árboles de la selva mientras nuestros compañeros estén en cautiverio""",https://www.europapress.es/internacional/noticia-ingrid-betancourt-seguimos-encadenados-arboles-selva-mientras-companeros-esten-cautiverio-20080924155709.html,35%
1014,"Colombia.- Betancourt: ""Seguimos encadenados a los árboles de la selva mientras nuestros compañeros estén en cautiverio""",https://www.europapress.es/internacional/noticia-colombia-betancourt-seguimos-encadenados-arboles-selva-mientras-companeros-esten-cautiverio-20080924154741.html,35%
1015,Colombia/EEUU.-Bush insta a los candidatos a la presidencia a no politizar el TLC con Colombia para no dañar su relación,https://www.europapress.es/internacional/noticia-colombia-eeuu-bush-insta-candidatos-presidencia-no-politizar-tlc-colombia-no-danar-relacion-20080921010310.html,25%
1016,"Bolivia.- España contacta con todos los gobiernos sudamericanos para tratar de ""recomponer el diálogo"" en Bolivia",https://www.europapress.es/internacional/noticia-bolivia-espana-contacta-todos-gobiernos-sudamericanos-tratar-recomponer-dialogo-bolivia-20080915123032.html,35%
1017,Bolivia.- Unasur se reúne hoy en Chile para buscar una salida política a la grave crisis interna de Bolivia,https://www.europapress.es/internacional/noticia-bolivia-unasur-reune-hoy-chile-buscar-salida-politica-grave-crisis-interna-bolivia-20080915041258.html,25%
1018,"Crónica Premio.-El Premio Príncipe de Asturias de la Concordia reconoce la ""dignidad y valentía"" de Ingrid Betancourt",https://www.europapress.es/otr-press/cronicas/noticia-cronica-premio-premio-principe-asturias-concordia-reconoce-dignidad-valentia-ingrid-betancourt-20080910183630.html,25%
1019,El delegado del Gobierno en Asturias destaca que Ingrid Betancourt personifica el valor de la libertad,https://www.europapress.es/sociedad/noticia-delegado-gobierno-asturias-destaca-ingrid-betancourt-personifica-valor-libertad-20080910131921.html,25%
1021,"Premios.- Areces destaca la ""repercusión internacional"" de Ingrid Betancourt, galardonada con el Príncipe de la Concordia",https://www.europapress.es/sociedad/noticia-premios-areces-destaca-repercusion-internacional-ingrid-betancourt-galardonada-principe-concordia-20080910125133.html,25%
1024,"AMP.-Premios.-El jurado personifica en Betancourt a ""quienes están privados de libertad por defender los derechos humanos""",https://www.europapress.es/epsocial/noticia-amp-premios-jurado-personifica-betancourt-quienes-estan-privados-libertad-defender-derechos-humanos-20080910122856.html,35%
1027,"España/Colombia.- Ingrid Betancourt, galardonada con el Príncipe de Asturias de la Concordia",https://www.europapress.es/internacional/noticia-espana-colombia-ingrid-betancourt-galardonada-principe-asturias-concordia-20080910115847.html,25%
1028,"AVANCE.- Premios.- Ingrid Betancourt, galardonada con el Príncipe de Asturias de la Concordia",https://www.europapress.es/sociedad/noticia-avance-premios-ingrid-betancourt-galardonada-principe-asturias-concordia-20080910115815.html,25%
1029,"AV.- Premios.- Ingrid Betancourt, galardonada con el Príncipe de Asturias de la Concordia",https://www.europapress.es/sociedad/noticia-av-premios-ingrid-betancourt-galardonada-principe-asturias-concordia-20080910115659.html,25%
1030,"Ingrid Betancourt, galardonada con el Príncipe de Asturias de la Concordia",https://www.europapress.es/sociedad/noticia-ingrid-betancourt-galardonada-principe-asturias-concordia-20080910115547.html,25%
1033,"Ingrid Betancourt, el Museo de Gandhi y Miriam Makeba y Cesárea Évora, nominadas al Príncipe de Asturias de la Concordia",https://www.europapress.es/sociedad/noticia-ingrid-betancourt-museo-gandhi-miriam-makeba-cesarea-evora-nominadas-principe-asturias-concordia-20080907113431.html,25%
1034,"Premios.- Ingrid Betancourt, el Museo de Gandhi y Miriam Makeba y Cesárea Évora, nominadas al Príncipe de Concordia",https://www.europapress.es/asturias/noticia-premios-ingrid-betancourt-museo-gandhi-miriam-makeba-cesarea-evora-nominadas-principe-concordia-20080907112838.html,25%
1035,Medio centenar de personas se concentran en apoyo a la española vinculada a las FARC,https://www.europapress.es/nacional/noticia-medio-centenar-personas-concentran-apoyo-espanola-vinculada-farc-20080731205748.html,35%
1036,"Venezuela/España.-Chávez ve el inicio de un ""nuevo capítulo"" con España y se refiere al Rey como ""un señor muy travieso""",https://www.europapress.es/internacional/noticia-venezuela-espana-chavez-ve-inicio-nuevo-capitulo-espana-refiere-rey-senor-muy-travieso-20080726001748.html,35%
1037,Carlos Carnicero.- ETA por el desagüe,https://www.europapress.es/otr-press/firmas/carloscarnicero/noticia-carlos-carnicero-eta-desague-20080723000029.html,25%
1038,España.- El Gobierno aprueba contribuciones a distintos programas internacionales por más de 80 millones de euros,https://www.europapress.es/internacional/noticia-espana-gobierno-aprueba-contribuciones-distintos-programas-internacionales-mas-80-millones-euros-20080718145738.html,35%
1039,Consejo.- El Gobierno aprueba contribuciones a distintos programas internacionales por más de 80 millones de euros,https://www.europapress.es/epsocial/igualdad/noticia-consejo-gobierno-aprueba-contribuciones-distintos-programas-internacionales-mas-80-millones-euros-20080718145553.html,35%
1040,"Colombia.- Las FARC solicitan a Daniel Ortega una reunión para tratar ""asuntos de la guerra y de la paz""",https://www.europapress.es/internacional/noticia-colombia-farc-solicitan-daniel-ortega-reunion-tratar-asuntos-guerra-paz-20080715225737.html,35%
1041,"Colombia.- ICG cree que Bogotá se equivoca al apartar a los mediadores aunque reconoce que París ""ha jugado muy mal""",https://www.europapress.es/internacional/noticia-colombia-icg-cree-bogota-equivoca-apartar-mediadores-reconoce-paris-jugado-muy-mal-20080715135757.html,35%
1042,Crónica Colombia (2).- Francia espera emocionada la llegada de Ingrid Betancourt,https://www.europapress.es/internacional/noticia-cronica-colombia-francia-espera-emocionada-llegada-ingrid-betancourt-20080703211339.html,35%
1043,McCain se compromete a firmar un TLC con Colombia,https://www.europapress.es/internacional/noticia-mccain-compromete-firmar-tlc-colombia-20080702093106.html,25%
1044,Amnistía Internacional dice que España adoptará su Plan Nacional de Derechos Humanos este año,https://www.europapress.es/sociedad/noticia-amnistia-internacional-dice-espana-adoptara-plan-nacional-derechos-humanos-ano-20080620162112.html,25%
1045,Amnistía Internacional dice que España adoptará su Plan Nacional de Derechos Humanos antes de finalizar 2008,https://www.europapress.es/sociedad/noticia-amnistia-internacional-dice-espana-adoptara-plan-nacional-derechos-humanos-antes-finalizar-2008-20080620162111.html,25%
1046,Amnistía Internacional dice que el Gobierno adoptará su Plan Nacional de Derechos Humanos antes de 2008,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-amnistia-internacional-dice-gobierno-adoptara-plan-nacional-derechos-humanos-antes-2008-20080620155255.html,25%
1047,"Colombia, molesta con el nuevo disco de Bruni por hacer ""apología del consumo de cocaína""",https://www.europapress.es/internacional/noticia-colombia-molesta-nuevo-disco-bruni-hacer-apologia-consumo-cocaina-20080613105947.html,35%
1048,El Gobierno colombiano expresa su malestar por el contenido del nuevo disco de Carla Bruni,https://www.europapress.es/internacional/noticia-gobierno-colombiano-expresa-malestar-contenido-nuevo-disco-carla-bruni-20080613105945.html,35%
1049,"El ministro de Defensa revela que 'Tirofijo' falleció ""aislado"" y cuestiona las causas de su muerte",https://www.europapress.es/internacional/noticia-ministro-defensa-revela-tirofijo-fallecio-aislado-cuestiona-causas-muerte-20080525220808.html,25%
1050,"Muere 'Tirofijo', el guerrillero más viejo del mundo",https://www.europapress.es/internacional/noticia-muere-tirofijo-guerrillero-mas-viejo-mundo-20080525185557.html,35%
1051,"Colombia.- Uribe pide ""comprensión y solidaridad"" a los países de Unasur al negarse a suscribir el Consejo de Defensa",https://www.europapress.es/internacional/noticia-colombia-uribe-pide-comprension-solidaridad-paises-unasur-negarse-suscribir-consejo-defensa-20080524072522.html,35%
1052,España se encuentra entre los países menos violentos del mundo en una lista encabezada por Islandia,https://www.europapress.es/epsocial/noticia-espana-encuentra-paises-menos-violentos-mundo-lista-encabezada-islandia-20080521112930.html,25%
1053,Crónica Paz.- España se encuentra entre los países menos violentos del mundo en una lista encabezada por Islandia,https://www.europapress.es/internacional/noticia-cronica-paz-espana-encuentra-paises-menos-violentos-mundo-lista-encabezada-islandia-20080521112914.html,25%
1054,"Una víctima denuncia que todavía hay ""cierto complejo"" en nacionalismo e izquierda al equiparar a víctima y terrorista",https://www.europapress.es/nacional/noticia-victima-denuncia-todavia-hay-cierto-complejo-nacionalismo-izquierda-equiparar-victima-terrorista-20080518154237.html,35%
1055,Crónica Prensa.-Denuncian la impunidad en democracias formales como Colombia o México en casos de periodistas asesinados,https://www.europapress.es/internacional/noticia-cronica-prensa-denuncian-impunidad-democracias-formales-colombia-mexico-casos-periodistas-asesinados-20080501144349.html,35%
1056,"Crónica Prensa.- Irak, Sierra Leona y Somalia encabezan la lista mundial de impunidad en casos de periodistas asesinados",https://www.europapress.es/internacional/noticia-cronica-prensa-irak-sierra-leona-somalia-encabezan-lista-mundial-impunidad-casos-periodistas-asesinados-20080501140758.html,35%
1057,"Crónica Colombia.- Asesinados 24 sindicalistas desde que comenzó el año, casi tantos como en todo 2007",https://www.europapress.es/internacional/noticia-cronica-colombia-asesinados-24-sindicalistas-comenzo-ano-casi-tantos-todo-2007-20080501133542.html,35%
1058,"'Mujeres de Negro contra la Guerra' se manifestará hoy ""de negro y en silencio"" contra el conflicto armado colombiano",https://www.europapress.es/madrid/noticia-mujeres-negro-contra-guerra-manifestara-hoy-negro-silencio-contra-conflicto-armado-colombiano-20080427080518.html,35%
1059,"'Mujeres de Negro contra la Guerra' se manifestará mañana ""de negro y en silencio"" contra el conflicto armado colombiano",https://www.europapress.es/madrid/noticia-mujeres-negro-contra-guerra-manifestara-manana-negro-silencio-contra-conflicto-armado-colombiano-20080426131119.html,35%
1060,"Convocan para el domingo una protesta en Madrid ""de negro y en silencio"" contra el conflicto armado colombiano",https://www.europapress.es/sociedad/noticia-convocan-domingo-protesta-madrid-negro-silencio-contra-conflicto-armado-colombiano-20080425131521.html,35%
1062,"Colombia.-Convocan para el domingo una protesta en Madrid ""de negro y en silencio"" contra el conflicto armado colombiano",https://www.europapress.es/internacional/noticia-colombia-convocan-domingo-protesta-madrid-negro-silencio-contra-conflicto-armado-colombiano-20080425130028.html,35%
1063,"Crónica UE.- La CE dice que la Cumbre de Lima servirá para dar un ""fuerte impulso"" a las relaciones con Américaa Latina",https://www.europapress.es/internacional/noticia-cronica-ue-ce-dice-cumbre-lima-servira-dar-fuerte-impulso-relaciones-americaa-latina-20080423124145.html,35%
1064,Woody Allen y Mary Robinson se suman a los apoyos de Ingrid Betancourt como Príncipe de Asturias de la Concordia,https://www.europapress.es/sociedad/noticia-woody-allen-mary-robinson-suman-apoyos-ingrid-betancourt-principe-asturias-concordia-20080410120832.html,35%
1066,"Vaclav Havel, J. Delors y Simone Veil apoyan la candidatura de Ingrid Betancourt al Príncipe de Asturias de la Concordia",https://www.europapress.es/sociedad/noticia-vaclav-havel-delors-simone-veil-apoyan-candidatura-ingrid-betancourt-principe-asturias-concordia-20080408125345.html,25%
1069,"Colombia.- El portavoz del ELN ratifica a Álvaro Uribe que renuncia ""a la guerra como medio para hacer política""",https://www.europapress.es/internacional/noticia-colombia-portavoz-eln-ratifica-alvaro-uribe-renuncia-guerra-medio-hacer-politica-20080404000355.html,25%
1070,ONG exigen a Uribe enfrentar la ola de violencia contra defensores de Derechos Humanos y sindicalistas en Colombia,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-ong-exigen-uribe-enfrentar-ola-violencia-contra-defensores-derechos-humanos-sindicalistas-colombia-20080327124606.html,35%
1071,Colombia.- ONG exigen a Uribe enfrentar la ola de violencia contra defensores de Derechos Humanos y sindicalistas,https://www.europapress.es/internacional/noticia-colombia-ong-exigen-uribe-enfrentar-ola-violencia-contra-defensores-derechos-humanos-sindicalistas-20080327123131.html,35%
1072,"Crónica Iberoamérica.- ICG pide un cambio en la ""ineficaz"" política internacional contra el tráfico de cocaína",https://www.europapress.es/internacional/noticia-cronica-iberoamerica-icg-pide-cambio-ineficaz-politica-internacional-contra-trafico-cocaina-20080315115823.html,35%
1073,"Las minorías y los indígenas son los colectivos más ""desproporcionalmente"" afectados por el cambio climático",https://www.europapress.es/epsocial/noticia-minorias-indigenas-son-colectivos-mas-desproporcionalmente-afectados-cambio-climatico-20080311093813.html,25%
1074,"Clima.- Las minorías y los indígenas son los colectivos más ""desproporcionalmente"" afectados por el cambio climático",https://www.europapress.es/internacional/noticia-clima-minorias-indigenas-son-colectivos-mas-desproporcionalmente-afectados-cambio-climatico-20080311092534.html,25%
1075,IU denuncia el intento de Uribe de boicotear el canje humanitario y exige a Moratinos que condene el ataque,https://www.europapress.es/nacional/noticia-iu-denuncia-intento-uribe-boicotear-canje-humanitario-exige-moratinos-condene-ataque-20080306183308.html,25%
1076,Colombia.- El vicepresidente colombiano afirma que aún no se ha formalizado la denuncia contra Chávez ante el TPI,https://www.europapress.es/internacional/noticia-colombia-vicepresidente-colombiano-afirma-aun-no-formalizado-denuncia-contra-chavez-tpi-20080306095402.html,25%
1077,Las FARC dicen que la liberación será la última entrega unilateral de rehenes y que esperan el despeje militar,https://www.europapress.es/internacional/noticia-farc-dicen-liberacion-sera-ultima-entrega-unilateral-rehenes-esperan-despeje-militar-20080227202738.html,35%
1078,Colombia.-Las FARC dicen que la liberación será la última entrega unilateral de rehenes y que esperan el despeje militar,https://www.europapress.es/internacional/noticia-colombia-farc-dicen-liberacion-sera-ultima-entrega-unilateral-rehenes-esperan-despeje-militar-20080227192020.html,25%
1079,"MSF critica la ""pasividad"" de la comunidad internacional, que no soluciona los ""conflictos enquistados""",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-msf-critica-pasividad-comunidad-internacional-no-soluciona-conflictos-enquistados-20080227145520.html,25%
1080,"Crónica DDHH.- HRW lamenta que se califique de demócratas a ciertos regímenes por el ""solo hecho de convocar elecciones""",https://www.europapress.es/internacional/noticia-cronica-ddhh-hrw-lamenta-califique-democratas-ciertos-regimenes-solo-hecho-convocar-elecciones-20080201130831.html,35%
1081,Millones de civiles afectados por conflictos en su país son olvidados cada año en los medios,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-millones-civiles-afectados-conflictos-pais-son-olvidados-cada-ano-medios-20080124141153.html,35%
1082,Crónica Conflictos.- Millones de civiles afectados por conflictos en su país son olvidados cada año en los medios,https://www.europapress.es/internacional/noticia-cronica-conflictos-millones-civiles-afectados-conflictos-pais-son-olvidados-cada-ano-medios-20080124140342.html,35%
1083,"Colombia.-La madre de Clara Rojas comparte con las víctimas ""el calvario"" de seis años previo a la liberación de su hija",https://www.europapress.es/internacional/noticia-colombia-madre-clara-rojas-comparte-victimas-calvario-seis-anos-previo-liberacion-hija-20080123171002.html,35%
1084,Zapatero hace un llamamiento exigente a las FARC para que acepten dialogar sobre el envío de una misión médica internacional,https://www.europapress.es/nacional/noticia-zapatero-hace-llamamiento-exigente-farc-acepten-dialogar-envio-mision-medica-internacional-20080123161225.html,35%
1085,"ETA.- Zapatero no conoce la propuesta de Ibarra, pero la valorará y pide que acabe la confrontación entre demócratas",https://www.europapress.es/nacional/noticia-eta-zapatero-no-conoce-propuesta-ibarra-valorara-pide-acabe-confrontacion-democratas-20080123142840.html,25%
1086,La madre de Clara Rojas comparte con las víctimas los seis años de calvario que precedieron a la liberación de su hija,https://www.europapress.es/nacional/noticia-madre-clara-rojas-comparte-victimas-seis-anos-calvario-precedieron-liberacion-hija-20080123124744.html,35%
1087,"Amnistía Internacional pide a Zapatero que condene las violaciones de DDHH cometidas por ""todos"" los bandos en Colombia",https://www.europapress.es/nacional/noticia-amnistia-internacional-pide-zapatero-condene-violaciones-ddhh-cometidas-todos-bandos-colombia-20080122130021.html,35%
1088,"Colombia.- Amnistía pide a Zapatero que condene las violaciones de DDHH cometidas por ""todos"" los bandos en Colombia",https://www.europapress.es/internacional/noticia-colombia-amnistia-pide-zapatero-condene-violaciones-ddhh-cometidas-todos-bandos-colombia-20080122125937.html,35%
1089,Colombia.- Oliver Stone explica su opinión sobre el fenómeno de las FARC,https://www.europapress.es/internacional/noticia-colombia-oliver-stone-explica-opinion-fenomeno-farc-20080117072500.html,35%
1090,Apoyo Crónica Iberoamérica.- Chile busca ser el tercer país de la región que otorga protección constitucional al menor,https://www.europapress.es/internacional/noticia-apoyo-cronica-iberoamerica-chile-busca-ser-tercer-pais-region-otorga-proteccion-constitucional-menor-20080103144948.html,25%
1091,Un experto revela que el 30% de los homicidios de violencia de género se producen en una cita propiciada por el agresor,https://www.europapress.es/epsocial/noticia-experto-revela-30-homicidios-violencia-genero-producen-cita-propiciada-agresor-20071210174615.html,25%
1092,"Agenda Informativa de Europa Press Sociedad para hoy, 4 de diciembre de 2007",https://www.europapress.es/epsocial/agenda-00314/noticia-agenda-informativa-europa-press-sociedad-hoy-diciembre-2007-20071204091210.html,25%
1093,Agenda Informativa de Europa Press Sociedad para mañana,https://www.europapress.es/epsocial/agenda-00314/noticia-agenda-informativa-europa-press-sociedad-manana-20071203193027.html,25%
1094,Primeras páginas de los diarios llegados esta noche a nuestra redacción,https://www.europapress.es/sociedad/noticia-primeras-paginas-diarios-llegados-noche-redaccion-20071124013022.html,35%
1095,Colombia.- Colombia se opone a una participación de Estados Unidos en las negociaciones con las FARC,https://www.europapress.es/internacional/noticia-colombia-colombia-opone-participacion-estados-unidos-negociaciones-farc-20071122022250.html,25%
1096,El I Mundialito de la Inmigración de Madrid nace con el deseo de la integración y la convivencia,https://www.europapress.es/epsocial/igualdad/noticia-mundialito-inmigracion-madrid-nace-deseo-integracion-convivencia-20071113140322.html,35%
1097,Baloncesto.- El I Mundialito de la Inmigración de Madrid nace con el deseo de la integración y la convivencia,https://www.europapress.es/deportes/baloncesto-00163/noticia-baloncesto-mundialito-inmigracion-madrid-nace-deseo-integracion-convivencia-20071113134138.html,35%
1098,Colombia.- La misión de observación de la OEA se muestra satisfecha con el curso de la jornada electoral de ayer,https://www.europapress.es/internacional/noticia-colombia-mision-observacion-oea-muestra-satisfecha-curso-jornada-electoral-ayer-20071029133608.html,35%
1099,Ecuador/Colombia.- Los campesinos desplazados a Ecuador inician su regreso a Colombia,https://www.europapress.es/internacional/noticia-ecuador-colombia-campesinos-desplazados-ecuador-inician-regreso-colombia-20071012170612.html,25%
1100,"Sevilla.- Un documental de la Hispalense, seleccionado para competir en el XXIV Festival de Cine de Bogotá",https://www.europapress.es/andalucia/sevilla-00357/noticia-sevilla-documental-hispalense-seleccionado-competir-xxiv-festival-cine-bogota-20071001172218.html,25%
1101,"Defensora argentina dice que España es un modelo de leyes contra la violencia machista pero falta ""sensibilizar""",https://www.europapress.es/epsocial/noticia-defensora-argentina-dice-espana-modelo-leyes-contra-violencia-machista-falta-sensibilizar-20070912152641.html,35%
1102,"AI denuncia que las desapariciones han aumentado desde que comenzó la ""guerra contra el terror"" encabezada por EEUU",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-ai-denuncia-desapariciones-aumentado-comenzo-guerra-contra-terror-encabezada-eeuu-20070830000130.html,35%
1103,"Crónica Desaparecidos.- AI denuncia que las desapariciones han aumentado desde que comenzó la ""guerra contra el terror""",https://www.europapress.es/internacional/noticia-cronica-desaparecidos-ai-denuncia-desapariciones-aumentado-comenzo-guerra-contra-terror-20070829135128.html,35%
1104,Bolivia.- Un ex ministro acusa a Evo Morales de utilizar la droga para legitimar sus reivindicaciones indigenistas,https://www.europapress.es/internacional/noticia-bolivia-ex-ministro-acusa-evo-morales-utilizar-droga-legitimar-reivindicaciones-indigenistas-20070707170253.html,35%
1105,Un ex ministro colombiano acusa a Evo Morales de utilizar la droga para legitimar sus reivindicaciones indigenistas,https://www.europapress.es/nacional/noticia-ex-ministro-colombiano-acusa-evo-morales-utilizar-droga-legitimar-reivindicaciones-indigenistas-20070707165700.html,35%
1106,"Los jóvenes extranjeros son ya el 13 por ciento del total de la juventud española, según un informe",https://www.europapress.es/sociedad/noticia-jovenes-extranjeros-son-ya-13-ciento-total-juventud-espanola-informe-20070626120521.html,25%
1108,Colombia.- La candidatura de Ingrid Betancourt al Príncipe de Asturias de la Concordia recibe cientos de apoyos,https://www.europapress.es/internacional/noticia-colombia-candidatura-ingrid-betancourt-principe-asturias-concordia-recibe-cientos-apoyos-20070608161623.html,25%
1109,"El presidente Uribe responde a las FARC que la liberación de los guerrilleros no es una ""cortina de humo""",https://www.europapress.es/internacional/noticia-presidente-uribe-responde-farc-liberacion-guerrilleros-no-cortina-humo-20070606221704.html,35%
1110,"Colombia.- El presidente Uribe responde a las FARC que la liberación de los guerrilleros no es una ""cortina de humo""",https://www.europapress.es/internacional/noticia-colombia-presidente-uribe-responde-farc-liberacion-guerrilleros-no-cortina-humo-20070606195925.html,35%
1111,Cruz Roja Internacional incrementó su ayuda en 2006 ante la intensificación de conflictos y el aumento de desplazados,https://www.europapress.es/epsocial/noticia-cruz-roja-internacional-incremento-ayuda-2006-intensificacion-conflictos-aumento-desplazados-20070524195450.html,35%
1112,Crónica CICR- El CICR incrementó su ayuda durante 2006 ante la intensificación de conflictos y el aumento de desplazados,https://www.europapress.es/internacional/noticia-cronica-cicr-cicr-incremento-ayuda-2006-intensificacion-conflictos-aumento-desplazados-20070524195204.html,35%
1113,"Crónica DDHH.- Amnistía denuncia que Gobiernos y grupos armados ""fomentan y manipulan el miedo"" para socavar los DDHH",https://www.europapress.es/internacional/noticia-cronica-ddhh-amnistia-denuncia-gobiernos-grupos-armados-fomentan-manipulan-miedo-socavar-ddhh-20070523142700.html,35%
1114,"La Generalitat destinará 380,4 millones a cooperación solidaria hasta 2010, el doble que en los últimos cuatro años",https://www.europapress.es/epsocial/igualdad/noticia-generalitat-destinara-3804-millones-cooperacion-solidaria-2010-doble-ultimos-cuatro-anos-20070522150332.html,25%
1115,Colombia.- Gustavo Petro propone que una misión de la CPI investigue los crímenes contra la humanidad en Colombia,https://www.europapress.es/internacional/noticia-colombia-gustavo-petro-propone-mision-cpi-investigue-crimenes-contra-humanidad-colombia-20070504000415.html,35%
1116,Colombia.- Expertos en el conflicto colombiano debaten en Barcelona las condiciones para un proceso de paz,https://www.europapress.es/internacional/noticia-colombia-expertos-conflicto-colombiano-debaten-barcelona-condiciones-proceso-paz-20070430174907.html,35%
1117,Expertos en el conflicto colombiano debaten en Barcelona las condiciones para un proceso de paz,https://www.europapress.es/nacional/noticia-expertos-conflicto-colombiano-debaten-barcelona-condiciones-proceso-paz-20070430171446.html,35%
1118,Ecuador.- El Gobierno de Ecuador niega la presunta persecución política a los diputados de la oposición,https://www.europapress.es/internacional/noticia-ecuador-gobierno-ecuador-niega-presunta-persecucion-politica-diputados-oposicion-20070426201234.html,25%
1119,Ecuador.- Correa presenta el 'Plan Ecuador' con el que atenderá a más de 250.000 desplazados colombianos,https://www.europapress.es/internacional/noticia-ecuador-correa-presenta-plan-ecuador-atendera-mas-250000-desplazados-colombianos-20070424213827.html,35%
1125,"Ibaroamérica.- Una veintena de vídeos muestran la heterogeneidad y el ""peso de la precariedad"" en Hispanoamérica",https://www.europapress.es/internacional/noticia-ibaroamerica-veintena-videos-muestran-heterogeneidad-peso-precariedad-hispanoamerica-20070418152341.html,25%
1126,"Iberoamérica.- La CIDH advierte a Colombia, Cuba, Haití y Venezuela sobre la vulneración de DDHH en sus territorios",https://www.europapress.es/epsocial/igualdad/noticia-iberoamerica-cidh-advierte-colombia-cuba-haiti-venezuela-vulneracion-ddhh-territorios-20070330144139.html,35%
1128,RSC.- Cementos Argos apuesta por políticas de responsabilidad social en su compromiso por el desarrollo sostenible,https://www.europapress.es/epsocial/rsc/noticia-rsc-cementos-argos-apuesta-politicas-responsabilidad-social-compromiso-desarrollo-sostenible-20070328135403.html,35%
1130,Colombia/España.- La cooperación española donó entre 2003 y 2006 más de 126 millones de euros a Colombia,https://www.europapress.es/internacional/noticia-colombia-espana-cooperacion-espanola-dono-2003-2006-mas-126-millones-euros-colombia-20070322002013.html,35%
1131,Colombia.- Carlos Gaviria afirma que para lograr la paz los interlocutores deben reconocerse en una mesa de diálogo,https://www.europapress.es/internacional/noticia-colombia-carlos-gaviria-afirma-lograr-paz-interlocutores-deben-reconocerse-mesa-dialogo-20070320131152.html,35%
1132,Colombia.- El ministro de Exteriores colombiano rechaza la violencia que se registró en Bogotá durante la visita de Bush,https://www.europapress.es/internacional/noticia-colombia-ministro-exteriores-colombiano-rechaza-violencia-registro-bogota-visita-bush-20070313011511.html,35%
1133,"RSC.- Resumen de las noticias transmitidas hoy martes, 20 de febrero de 2007, por el servicio de RSC de Europa Press",https://www.europapress.es/epsocial/rsc/noticia-rsc-resumen-noticias-transmitidas-hoy-martes-20-febrero-2007-servicio-rsc-europa-press-20070220193704.html,25%
1135,Correa anuncia el Plan Ecuador para afrontar los efectos negativos del Plan Colombia,https://www.europapress.es/internacional/noticia-correa-anuncia-plan-ecuador-afrontar-efectos-negativos-plan-colombia-20070210205115.html,35%
1136,Ecuador/Colombia.- Correa anuncia el Plan Ecuador para afrontar los efectos negativos del Plan Colombia,https://www.europapress.es/internacional/noticia-ecuador-colombia-correa-anuncia-plan-ecuador-afrontar-efectos-negativos-plan-colombia-20070210201050.html,35%
1137,"(Ampliación) AI, Greenpeace e Intermón Oxfam denuncian que el proyecto de Ley de Comercio de Armas es ""un colador""",https://www.europapress.es/sociedad/noticia-ampliacion-ai-greenpeace-intermon-oxfam-denuncian-proyecto-ley-comercio-armas-colador-20070206150210.html,25%
1138,"Colombia.- Todo funcionario que esté vinculado con los grupos armados será destituido, dice el vicepresidente colombiano",https://www.europapress.es/internacional/noticia-colombia-todo-funcionario-vinculado-grupos-armados-sera-destituido-dice-vicepresidente-colombiano-20070131203647.html,35%
1139,RSC.-El Observatorio Internacional por la Paz denuncia la expulsión de campesinos en Colombia para servir a las empresas,https://www.europapress.es/epsocial/rsc/noticia-rsc-observatorio-internacional-paz-denuncia-expulsion-campesinos-colombia-servir-empresas-20070131180403.html,35%
1140,"The Economist cree que el PP ""ha perdido el rumbo"" por su ""incapacidad para sacudirse el trauma de su pérdida de poder""",https://www.europapress.es/nacional/noticia-the-economist-cree-pp-perdido-rumbo-incapacidad-sacudirse-trauma-perdida-poder-20061211184445.html,45%
1141,Victoria Lafora.- El sarpudillo,https://www.europapress.es/otr-press/firmas/victorialafora/noticia-victoria-lafora-sarpudillo-20061130000021.html,35%
